ticket_id,bus_id,route_id,source_stop,destination_stop,boarding_date,boarding_time,passenger_count
TKT03748,B402,R04,S28,S01,10-09-2026,19:19,1
TKT03749,B102,R01,S07,S08,11-09-2026,15:34,2
TKT03750,B403,R04,S03,S01,12-09-2026,08:54,3
TKT03751,B102,R01,S05,S09,13-09-2026,17:23,2
TKT03752,B303,R03,S15,S07,14-09-2026,18:10,2
TKT03753,B301,R03,S16,S20,01-09-2026,10:45,1
TKT03754,B102,R01,S07,S10,02-09-2026,12:58,1
TKT03755,B101,R01,S02,S05,03-09-2026,19:26,1
TKT03756,B303,R03,S20,S22,04-09-2026,10:16,3
TKT03757,B302,R03,S07,S20,05-09-2026,16:45,2
TKT03758,B101,R01,S03,S05,06-09-2026,17:11,2
TKT03759,B401,R04,S26,S07,07-09-2026,17:08,3
TKT03760,B203,R02,S14,S16,08-09-2026,19:31,2
TKT03761,B303,R03,S06,S22,09-09-2026,19:05,3
TKT03762,B302,R03,S20,S21,10-09-2026,17:12,2
TKT03763,B103,R01,S03,S04,11-09-2026,18:53,3
TKT03764,B303,R03,S16,S21,12-09-2026,19:58,3
TKT03765,B301,R03,S15,S19,13-09-2026,11:57,1
TKT03766,B501,R05,S11,S03,14-09-2026,17:44,3
TKT03767,B203,R02,S13,S02,01-09-2026,18:45,5
TKT03768,B503,R05,S29,S13,02-09-2026,14:09,1
TKT03769,B203,R02,S02,S15,03-09-2026,08:30,1
TKT03770,B303,R03,S16,S20,04-09-2026,09:12,1
TKT03771,B403,R04,S28,S01,05-09-2026,17:52,3
TKT03772,B501,R05,S04,S20,06-09-2026,10:24,4
TKT03773,B202,R02,S16,S17,07-09-2026,09:55,4
TKT03774,B103,R01,S08,S09,08-09-2026,18:13,3
TKT03775,B402,R04,S06,S01,09-09-2026,13:32,1
TKT03776,B103,R01,S06,S07,10-09-2026,07:17,3
TKT03777,B102,R01,S05,S10,11-09-2026,07:35,2
TKT03778,B501,R05,S29,S07,12-09-2026,08:49,2
TKT03779,B402,R04,S26,S03,13-09-2026,08:47,4
TKT03780,B101,R01,S07,S09,14-09-2026,14:26,1
TKT03781,B403,R04,S07,S06,01-09-2026,17:33,1
TKT03782,B302,R03,S07,S20,02-09-2026,18:47,2
TKT03783,B201,R02,S16,S18,03-09-2026,17:55,1
TKT03784,B301,R03,S06,S22,04-09-2026,07:21,2
TKT03785,B202,R02,S13,S17,05-09-2026,08:55,2
TKT03786,B502,R05,S13,S07,06-09-2026,19:50,1
TKT03787,B203,R02,S13,S16,07-09-2026,14:01,1
TKT03788,B302,R03,S15,S20,08-09-2026,07:13,1
TKT03789,B302,R03,S15,S19,09-09-2026,19:56,1
TKT03790,B403,R04,S28,S01,10-09-2026,11:48,1
TKT03791,B102,R01,S03,S05,11-09-2026,19:08,4
TKT03792,B202,R02,S15,S18,12-09-2026,12:10,2
TKT03793,B503,R05,S11,S07,13-09-2026,10:33,1
TKT03794,B503,R05,S30,S13,14-09-2026,08:26,2
TKT03795,B402,R04,S28,S01,01-09-2026,12:26,2
TKT03796,B203,R02,S16,S18,02-09-2026,16:40,1
TKT03797,B103,R01,S08,S09,03-09-2026,11:15,3
TKT03798,B202,R02,S17,S18,04-09-2026,19:32,4
TKT03799,B103,R01,S01,S05,05-09-2026,08:59,2
TKT03800,B201,R02,S14,S15,06-09-2026,14:34,2
TKT03801,B203,R02,S12,S02,07-09-2026,17:56,2
TKT03802,B202,R02,S15,S18,08-09-2026,17:00,1
TKT03803,B301,R03,S16,S07,09-09-2026,09:36,2
TKT03804,B301,R03,S20,S23,10-09-2026,18:09,1
TKT03805,B502,R05,S02,S04,11-09-2026,08:07,2
TKT03806,B101,R01,S01,S06,12-09-2026,08:20,2
TKT03807,B503,R05,S04,S20,13-09-2026,18:52,2
TKT03808,B301,R03,S21,S22,14-09-2026,16:52,2
TKT03809,B101,R01,S05,S07,01-09-2026,17:28,3
TKT03810,B302,R03,S21,S22,02-09-2026,19:36,1
TKT03811,B303,R03,S20,S21,03-09-2026,17:44,1
TKT03812,B503,R05,S11,S02,04-09-2026,09:57,2
TKT03813,B103,R01,S02,S05,05-09-2026,18:14,3
TKT03814,B101,R01,S05,S06,06-09-2026,13:17,1
TKT03815,B203,R02,S14,S16,07-09-2026,19:23,2
TKT03816,B503,R05,S13,S03,08-09-2026,16:44,1
TKT03817,B301,R03,S20,S22,09-09-2026,17:37,2
TKT03818,B502,R05,S04,S07,10-09-2026,17:09,1
TKT03819,B302,R03,S19,S06,11-09-2026,14:16,1
TKT03820,B101,R01,S07,S08,12-09-2026,18:07,2
TKT03821,B202,R02,S15,S16,13-09-2026,08:00,1
TKT03822,B403,R04,S07,S06,14-09-2026,07:41,3
TKT03823,B402,R04,S26,S03,01-09-2026,19:29,2
TKT03824,B203,R02,S12,S15,02-09-2026,18:37,2
TKT03825,B401,R04,S06,S01,03-09-2026,07:18,5
TKT03826,B502,R05,S29,S31,04-09-2026,06:36,3
TKT03827,B101,R01,S05,S07,05-09-2026,17:38,2
TKT03828,B101,R01,S08,S09,06-09-2026,07:58,4
TKT03829,B203,R02,S14,S15,07-09-2026,18:47,2
TKT03830,B202,R02,S13,S17,08-09-2026,08:24,3
TKT03831,B301,R03,S20,S22,09-09-2026,12:04,1
TKT03832,B402,R04,S28,S01,10-09-2026,18:48,3
TKT03833,B302,R03,S06,S21,11-09-2026,19:47,3
TKT03834,B102,R01,S01,S05,12-09-2026,07:49,1
TKT03835,B101,R01,S02,S10,13-09-2026,07:52,1
TKT03836,B401,R04,S28,S01,14-09-2026,09:27,3
TKT03837,B301,R03,S16,S21,01-09-2026,17:41,2
TKT03838,B103,R01,S03,S04,02-09-2026,19:43,3
TKT03839,B103,R01,S03,S07,03-09-2026,19:09,3
TKT03840,B401,R04,S05,S01,04-09-2026,10:11,1
TKT03841,B202,R02,S02,S16,05-09-2026,17:45,2
TKT03842,B402,R04,S05,S03,06-09-2026,16:09,2
TKT03843,B403,R04,S03,S01,07-09-2026,20:15,1
TKT03844,B501,R05,S04,S07,08-09-2026,08:21,3
TKT03845,B502,R05,S04,S07,09-09-2026,15:45,2
TKT03846,B503,R05,S11,S03,10-09-2026,15:43,3
TKT03847,B201,R02,S02,S16,11-09-2026,09:22,1
TKT03848,B201,R02,S02,S16,12-09-2026,09:37,1
TKT03849,B101,R01,S01,S06,13-09-2026,07:38,2
TKT03850,B101,R01,S08,S09,14-09-2026,16:29,1
TKT03851,B102,R01,S01,S02,01-09-2026,19:48,2
TKT03852,B103,R01,S07,S09,02-09-2026,19:08,3
TKT03853,B303,R03,S19,S06,03-09-2026,08:52,2
TKT03854,B303,R03,S15,S20,04-09-2026,10:13,1
TKT03855,B102,R01,S02,S06,05-09-2026,07:48,1
TKT03856,B202,R02,S14,S16,06-09-2026,09:28,3
TKT03857,B103,R01,S03,S10,07-09-2026,17:14,3
TKT03858,B102,R01,S01,S02,08-09-2026,18:06,1
TKT03859,B203,R02,S02,S17,09-09-2026,07:15,3
TKT03860,B303,R03,S22,S23,10-09-2026,20:10,1
TKT03861,B303,R03,S15,S19,11-09-2026,17:28,1
TKT03862,B102,R01,S02,S05,12-09-2026,19:23,2
TKT03863,B301,R03,S06,S07,13-09-2026,07:01,2
TKT03864,B501,R05,S11,S20,14-09-2026,19:20,1
TKT03865,B302,R03,S06,S20,01-09-2026,10:43,1
TKT03866,B202,R02,S02,S15,02-09-2026,19:36,4
TKT03867,B403,R04,S28,S01,03-09-2026,13:08,1
TKT03868,B201,R02,S12,S16,04-09-2026,18:55,1
TKT03869,B302,R03,S22,S23,05-09-2026,07:24,2
TKT03870,B301,R03,S21,S22,06-09-2026,19:49,3
TKT03871,B403,R04,S06,S05,07-09-2026,15:36,1
TKT03872,B503,R05,S02,S20,08-09-2026,19:37,2
TKT03873,B303,R03,S15,S19,09-09-2026,17:25,2
TKT03874,B501,R05,S13,S20,10-09-2026,07:03,2
TKT03875,B101,R01,S07,S09,11-09-2026,18:05,1
TKT03876,B101,R01,S03,S05,12-09-2026,17:41,2
TKT03877,B402,R04,S07,S05,13-09-2026,15:56,2
TKT03878,B201,R02,S02,S14,14-09-2026,17:43,1
TKT03879,B101,R01,S03,S04,01-09-2026,08:44,4
TKT03880,B101,R01,S08,S09,02-09-2026,17:17,3
TKT03881,B403,R04,S07,S05,03-09-2026,17:31,1
TKT03882,B401,R04,S07,S05,04-09-2026,08:19,2
TKT03883,B103,R01,S09,S10,05-09-2026,19:28,2
TKT03884,B402,R04,S07,S01,06-09-2026,17:43,2
TKT03885,B303,R03,S15,S07,07-09-2026,07:44,1
TKT03886,B102,R01,S05,S07,08-09-2026,19:59,2
TKT03887,B203,R02,S15,S18,09-09-2026,18:58,3
TKT03888,B101,R01,S02,S05,10-09-2026,17:09,2
TKT03889,B403,R04,S07,S03,11-09-2026,08:10,2
TKT03890,B303,R03,S21,S23,12-09-2026,15:56,1
TKT03891,B203,R02,S12,S02,13-09-2026,18:09,2
TKT03892,B301,R03,S06,S20,14-09-2026,07:30,2
TKT03893,B101,R01,S08,S10,01-09-2026,14:12,1
TKT03894,B201,R02,S11,S02,02-09-2026,07:21,1
TKT03895,B502,R05,S02,S03,03-09-2026,09:12,2
TKT03896,B103,R01,S07,S08,04-09-2026,09:00,2
TKT03897,B402,R04,S06,S03,05-09-2026,14:39,1
TKT03898,B102,R01,S03,S09,06-09-2026,17:30,2
TKT03899,B302,R03,S06,S07,07-09-2026,08:01,2
TKT03900,B103,R01,S01,S04,08-09-2026,16:38,1
TKT03901,B302,R03,S20,S22,09-09-2026,08:09,2
TKT03902,B201,R02,S17,S18,10-09-2026,09:33,1
TKT03903,B302,R03,S06,S23,11-09-2026,13:52,3
TKT03904,B203,R02,S16,S17,12-09-2026,12:13,4
TKT03905,B502,R05,S04,S07,13-09-2026,16:14,1
TKT03906,B301,R03,S15,S19,14-09-2026,08:20,3
TKT03907,B401,R04,S26,S07,01-09-2026,12:45,1
TKT03908,B302,R03,S20,S23,02-09-2026,14:32,2
TKT03909,B103,R01,S08,S09,03-09-2026,10:58,1
TKT03910,B403,R04,S24,S06,04-09-2026,07:21,2
TKT03911,B103,R01,S02,S05,05-09-2026,08:57,1
TKT03912,B202,R02,S11,S13,06-09-2026,19:06,3
TKT03913,B301,R03,S16,S19,07-09-2026,18:44,2
TKT03914,B503,R05,S13,S04,08-09-2026,13:10,1
TKT03915,B403,R04,S24,S07,09-09-2026,10:56,1
TKT03916,B101,R01,S06,S07,10-09-2026,11:47,2
TKT03917,B103,R01,S08,S09,11-09-2026,12:00,2
TKT03918,B103,R01,S09,S10,12-09-2026,15:21,1
TKT03919,B302,R03,S22,S23,13-09-2026,08:07,2
TKT03920,B102,R01,S09,S10,14-09-2026,16:56,1
TKT03921,B201,R02,S16,S17,01-09-2026,19:56,4
TKT03922,B102,R01,S07,S10,02-09-2026,07:26,2
TKT03923,B303,R03,S22,S23,03-09-2026,16:53,1
TKT03924,B102,R01,S08,S09,04-09-2026,14:30,2
TKT03925,B303,R03,S06,S20,05-09-2026,21:40,2
TKT03926,B102,R01,S08,S09,06-09-2026,18:47,4
TKT03927,B501,R05,S03,S04,07-09-2026,14:48,2
TKT03928,B202,R02,S17,S18,08-09-2026,17:06,2
TKT03929,B403,R04,S07,S01,09-09-2026,07:25,3
TKT03930,B301,R03,S22,S23,10-09-2026,08:40,3
TKT03931,B401,R04,S05,S03,11-09-2026,08:57,2
TKT03932,B101,R01,S04,S09,12-09-2026,10:53,2
TKT03933,B501,R05,S02,S07,13-09-2026,17:25,2
TKT03934,B401,R04,S28,S01,14-09-2026,14:50,2
TKT03935,B101,R01,S09,S10,01-09-2026,13:08,2
TKT03936,B302,R03,S20,S21,02-09-2026,06:14,1
TKT03937,B303,R03,S22,S23,03-09-2026,18:59,5
TKT03938,B303,R03,S22,S23,04-09-2026,19:21,4
TKT03939,B303,R03,S06,S07,05-09-2026,19:22,1
TKT03940,B403,R04,S07,S05,06-09-2026,11:20,4
TKT03941,B302,R03,S15,S23,07-09-2026,18:31,2
TKT03942,B202,R02,S02,S14,08-09-2026,16:01,2
TKT03943,B102,R01,S06,S07,09-09-2026,09:25,5
TKT03944,B401,R04,S03,S28,10-09-2026,18:11,3
TKT03945,B102,R01,S09,S10,11-09-2026,09:01,2
TKT03946,B202,R02,S16,S17,12-09-2026,09:49,1
TKT03947,B102,R01,S07,S09,13-09-2026,16:17,1
TKT03948,B503,R05,S31,S20,14-09-2026,09:17,2
TKT03949,B102,R01,S04,S05,01-09-2026,09:14,2
TKT03950,B401,R04,S25,S01,02-09-2026,07:28,2
TKT03951,B203,R02,S02,S16,03-09-2026,09:22,1
TKT03952,B101,R01,S02,S03,04-09-2026,17:02,3
TKT03953,B102,R01,S06,S08,05-09-2026,19:14,1
TKT03954,B103,R01,S07,S08,06-09-2026,18:30,2
TKT03955,B201,R02,S17,S18,07-09-2026,19:43,3
TKT03956,B403,R04,S24,S26,08-09-2026,17:21,2
TKT03957,B503,R05,S04,S20,09-09-2026,17:47,1
TKT03958,B302,R03,S20,S22,10-09-2026,18:52,2
TKT03959,B203,R02,S16,S17,11-09-2026,19:47,2
TKT03960,B303,R03,S06,S07,12-09-2026,16:29,1
TKT03961,B503,R05,S07,S20,13-09-2026,08:26,1
TKT03962,B102,R01,S02,S06,14-09-2026,16:29,1
TKT03963,B201,R02,S15,S17,01-09-2026,08:46,2
TKT03964,B102,R01,S06,S08,02-09-2026,10:09,2
TKT03965,B402,R04,S28,S01,03-09-2026,17:33,3
TKT03966,B403,R04,S26,S01,04-09-2026,12:07,1
TKT03967,B303,R03,S22,S23,05-09-2026,10:24,1
TKT03968,B303,R03,S21,S22,06-09-2026,08:09,1
TKT03969,B503,R05,S03,S04,07-09-2026,09:38,2
TKT03970,B302,R03,S06,S07,08-09-2026,18:37,2
TKT03971,B103,R01,S01,S05,09-09-2026,07:07,2
TKT03972,B403,R04,S07,S03,10-09-2026,08:43,3
TKT03973,B202,R02,S11,S14,11-09-2026,17:49,1
TKT03974,B501,R05,S02,S07,12-09-2026,17:25,4
TKT03975,B103,R01,S08,S09,13-09-2026,09:14,3
TKT03976,B303,R03,S22,S23,14-09-2026,13:34,4
TKT03977,B303,R03,S15,S06,01-09-2026,09:04,2
TKT03978,B102,R01,S09,S10,02-09-2026,18:14,2
TKT03979,B302,R03,S21,S23,03-09-2026,10:15,1
TKT03980,B103,R01,S03,S04,04-09-2026,12:13,1
TKT03981,B301,R03,S16,S22,05-09-2026,09:30,3
TKT03982,B403,R04,S26,S05,06-09-2026,17:40,3
TKT03983,B302,R03,S22,S23,07-09-2026,15:25,1
TKT03984,B203,R02,S17,S18,08-09-2026,10:24,1
TKT03985,B102,R01,S06,S08,09-09-2026,09:27,2
TKT03986,B202,R02,S11,S14,10-09-2026,09:43,3
TKT03987,B403,R04,S24,S26,11-09-2026,15:53,3
TKT03988,B203,R02,S17,S18,12-09-2026,19:52,2
TKT03989,B102,R01,S04,S07,13-09-2026,19:32,3
TKT03990,B101,R01,S08,S09,14-09-2026,11:02,2
TKT03991,B203,R02,S13,S16,01-09-2026,08:12,2
TKT03992,B202,R02,S17,S18,02-09-2026,15:11,1
TKT03993,B102,R01,S04,S05,03-09-2026,09:46,3
TKT03994,B302,R03,S22,S23,04-09-2026,12:09,2
TKT03995,B102,R01,S02,S04,05-09-2026,18:01,2
TKT03996,B102,R01,S03,S08,06-09-2026,20:12,1
TKT03997,B302,R03,S15,S22,07-09-2026,19:16,2
TKT03998,B502,R05,S29,S13,08-09-2026,10:42,1
TKT03999,B301,R03,S16,S20,09-09-2026,08:16,3
TKT04000,B102,R01,S06,S09,10-09-2026,11:24,1
TKT04001,B402,R04,S07,S03,11-09-2026,09:33,1
TKT04002,B501,R05,S03,S04,12-09-2026,08:30,2
TKT04003,B403,R04,S05,S03,13-09-2026,19:48,1
TKT04004,B102,R01,S01,S08,14-09-2026,18:08,2
TKT04005,B301,R03,S07,S21,01-09-2026,12:17,1
TKT04006,B402,R04,S24,S03,02-09-2026,07:42,4
TKT04007,B502,R05,S13,S03,03-09-2026,11:31,2
TKT04008,B401,R04,S03,S28,04-09-2026,19:51,3
TKT04009,B301,R03,S15,S07,05-09-2026,14:30,1
TKT04010,B403,R04,S24,S26,06-09-2026,19:58,2
TKT04011,B401,R04,S26,S07,07-09-2026,17:42,2
TKT04012,B102,R01,S08,S09,08-09-2026,09:37,1
TKT04013,B202,R02,S12,S13,09-09-2026,10:30,1
TKT04014,B403,R04,S03,S01,10-09-2026,19:45,2
TKT04015,B102,R01,S02,S03,11-09-2026,07:53,2
TKT04016,B203,R02,S15,S18,12-09-2026,19:06,1
TKT04017,B302,R03,S16,S20,13-09-2026,19:46,2
TKT04018,B403,R04,S24,S06,14-09-2026,08:18,3
TKT04019,B103,R01,S05,S08,01-09-2026,06:28,1
TKT04020,B502,R05,S31,S03,02-09-2026,09:26,3
TKT04021,B302,R03,S20,S21,03-09-2026,19:22,2
TKT04022,B102,R01,S09,S10,04-09-2026,17:22,5
TKT04023,B503,R05,S31,S13,05-09-2026,09:54,4
TKT04024,B201,R02,S16,S18,06-09-2026,16:51,1
TKT04025,B202,R02,S11,S02,07-09-2026,18:43,2
TKT04026,B501,R05,S07,S20,08-09-2026,17:10,3
TKT04027,B401,R04,S26,S07,09-09-2026,09:05,1
TKT04028,B301,R03,S22,S23,10-09-2026,17:37,3
TKT04029,B303,R03,S20,S22,11-09-2026,09:12,3
TKT04030,B103,R01,S04,S05,12-09-2026,12:21,2
TKT04031,B401,R04,S25,S26,13-09-2026,07:52,3
TKT04032,B103,R01,S07,S08,14-09-2026,19:46,3
TKT04033,B203,R02,S12,S13,01-09-2026,19:30,3
TKT04034,B203,R02,S02,S17,02-09-2026,09:14,2
TKT04035,B101,R01,S07,S08,03-09-2026,07:24,2
TKT04036,B202,R02,S17,S18,04-09-2026,09:57,2
TKT04037,B203,R02,S14,S17,05-09-2026,18:30,3
TKT04038,B201,R02,S12,S16,06-09-2026,17:36,2
TKT04039,B203,R02,S16,S18,07-09-2026,08:42,1
TKT04040,B101,R01,S06,S07,08-09-2026,08:48,2
TKT04041,B303,R03,S16,S15,09-09-2026,07:07,1
TKT04042,B103,R01,S06,S07,10-09-2026,17:38,1
TKT04043,B501,R05,S04,S20,11-09-2026,11:18,2
TKT04044,B102,R01,S08,S09,12-09-2026,20:37,1
TKT04045,B502,R05,S07,S20,13-09-2026,08:12,2
TKT04046,B401,R04,S07,S05,14-09-2026,12:42,1
TKT04047,B301,R03,S16,S19,01-09-2026,17:10,2
TKT04048,B101,R01,S03,S04,02-09-2026,10:57,1
TKT04049,B202,R02,S13,S18,03-09-2026,08:30,2
TKT04050,B401,R04,S06,S01,04-09-2026,19:44,2
TKT04051,B503,R05,S02,S04,05-09-2026,18:34,1
TKT04052,B101,R01,S03,S04,06-09-2026,09:53,4
TKT04053,B102,R01,S07,S08,07-09-2026,16:26,2
TKT04054,B301,R03,S21,S22,08-09-2026,19:38,1
TKT04055,B201,R02,S14,S16,09-09-2026,18:00,2
TKT04056,B102,R01,S04,S07,10-09-2026,14:14,1
TKT04057,B403,R04,S24,S25,11-09-2026,15:34,1
TKT04058,B502,R05,S30,S13,12-09-2026,07:35,3
TKT04059,B202,R02,S16,S18,13-09-2026,13:12,2
TKT04060,B402,R04,S05,S28,14-09-2026,11:50,1
TKT04061,B401,R04,S05,S01,01-09-2026,07:17,3
TKT04062,B203,R02,S12,S02,02-09-2026,21:41,1
TKT04063,B203,R02,S16,S17,03-09-2026,18:35,1
TKT04064,B403,R04,S25,S26,04-09-2026,07:15,2
TKT04065,B102,R01,S02,S05,05-09-2026,14:01,1
TKT04066,B402,R04,S05,S01,06-09-2026,18:49,2
TKT04067,B101,R01,S04,S05,07-09-2026,11:17,4
TKT04068,B101,R01,S05,S07,08-09-2026,12:45,2
TKT04069,B102,R01,S09,S10,09-09-2026,12:55,1
TKT04070,B101,R01,S02,S06,10-09-2026,18:50,2
TKT04071,B502,R05,S30,S31,11-09-2026,10:26,1
TKT04072,B103,R01,S05,S09,12-09-2026,16:32,1
TKT04073,B203,R02,S12,S14,13-09-2026,19:00,2
TKT04074,B101,R01,S06,S10,14-09-2026,16:19,1
TKT04075,B401,R04,S03,S01,01-09-2026,14:10,2
TKT04076,B303,R03,S19,S22,02-09-2026,21:47,1
TKT04077,B103,R01,S07,S10,03-09-2026,09:24,3
TKT04078,B502,R05,S02,S04,04-09-2026,10:31,1
TKT04079,B303,R03,S22,S23,05-09-2026,16:47,1
TKT04080,B203,R02,S02,S16,06-09-2026,10:25,1
TKT04081,B203,R02,S11,S13,07-09-2026,17:14,3
TKT04082,B302,R03,S20,S23,08-09-2026,11:06,1
TKT04083,B203,R02,S02,S16,09-09-2026,08:34,3
TKT04084,B101,R01,S02,S03,10-09-2026,11:59,1
TKT04085,B202,R02,S15,S17,11-09-2026,17:12,3
TKT04086,B303,R03,S16,S19,12-09-2026,09:46,2
TKT04087,B102,R01,S05,S08,13-09-2026,10:14,1
TKT04088,B202,R02,S16,S17,14-09-2026,18:28,2
TKT04089,B402,R04,S28,S01,01-09-2026,08:24,3
TKT04090,B502,R05,S13,S03,02-09-2026,19:46,2
TKT04091,B103,R01,S05,S08,03-09-2026,07:53,3
TKT04092,B301,R03,S22,S23,04-09-2026,14:28,2
TKT04093,B103,R01,S07,S10,05-09-2026,20:11,2
TKT04094,B302,R03,S16,S15,06-09-2026,19:01,2
TKT04095,B202,R02,S13,S14,07-09-2026,09:53,3
TKT04096,B101,R01,S09,S10,08-09-2026,17:17,1
TKT04097,B203,R02,S02,S15,09-09-2026,07:13,3
TKT04098,B203,R02,S16,S18,10-09-2026,07:38,3
TKT04099,B302,R03,S06,S22,11-09-2026,07:31,2
TKT04100,B403,R04,S26,S28,12-09-2026,17:36,1
TKT04101,B202,R02,S16,S18,13-09-2026,10:24,1
TKT04102,B303,R03,S06,S07,14-09-2026,08:55,3
TKT04103,B401,R04,S06,S05,01-09-2026,07:46,1
TKT04104,B103,R01,S02,S06,02-09-2026,18:52,1
TKT04105,B503,R05,S07,S20,03-09-2026,13:27,1
TKT04106,B201,R02,S17,S18,04-09-2026,19:31,2
TKT04107,B301,R03,S15,S07,05-09-2026,21:17,1
TKT04108,B202,R02,S13,S02,06-09-2026,11:02,1
TKT04109,B302,R03,S20,S22,07-09-2026,08:52,3
TKT04110,B103,R01,S01,S08,08-09-2026,16:16,2
TKT04111,B203,R02,S16,S18,09-09-2026,19:22,4
TKT04112,B501,R05,S04,S20,10-09-2026,20:03,3
TKT04113,B103,R01,S03,S10,11-09-2026,18:27,2
TKT04114,B301,R03,S22,S23,12-09-2026,08:09,1
TKT04115,B103,R01,S01,S09,13-09-2026,17:30,3
TKT04116,B102,R01,S08,S09,14-09-2026,11:24,1
TKT04117,B103,R01,S07,S09,01-09-2026,16:32,1
TKT04118,B102,R01,S09,S10,02-09-2026,12:48,1
TKT04119,B203,R02,S13,S14,03-09-2026,21:19,2
TKT04120,B202,R02,S16,S18,04-09-2026,07:01,2
TKT04121,B202,R02,S17,S18,05-09-2026,08:01,2
TKT04122,B301,R03,S06,S07,06-09-2026,12:06,2
TKT04123,B303,R03,S15,S20,07-09-2026,18:26,3
TKT04124,B503,R05,S13,S02,08-09-2026,09:36,2
TKT04125,B302,R03,S21,S22,09-09-2026,06:21,1
TKT04126,B303,R03,S15,S21,10-09-2026,17:25,4
TKT04127,B303,R03,S20,S21,11-09-2026,15:06,2
TKT04128,B103,R01,S01,S02,12-09-2026,09:10,2
TKT04129,B402,R04,S26,S05,13-09-2026,17:58,2
TKT04130,B302,R03,S22,S23,14-09-2026,13:44,1
TKT04131,B303,R03,S20,S23,01-09-2026,19:24,2
TKT04132,B502,R05,S02,S20,02-09-2026,09:48,4
TKT04133,B303,R03,S16,S15,03-09-2026,09:56,2
TKT04134,B503,R05,S02,S04,04-09-2026,15:06,1
TKT04135,B102,R01,S03,S04,05-09-2026,07:56,2
TKT04136,B201,R02,S12,S17,06-09-2026,07:18,1
TKT04137,B202,R02,S17,S18,07-09-2026,17:08,2
TKT04138,B102,R01,S03,S07,08-09-2026,11:55,2
TKT04139,B403,R04,S03,S28,09-09-2026,07:00,1
TKT04140,B201,R02,S12,S17,10-09-2026,11:29,1
TKT04141,B401,R04,S05,S03,11-09-2026,09:23,1
TKT04142,B503,R05,S03,S20,12-09-2026,12:47,1
TKT04143,B203,R02,S11,S17,13-09-2026,15:20,4
TKT04144,B103,R01,S07,S08,14-09-2026,18:49,1
TKT04145,B501,R05,S30,S07,01-09-2026,18:59,2
TKT04146,B201,R02,S17,S18,02-09-2026,07:26,4
TKT04147,B302,R03,S07,S20,03-09-2026,17:50,2
TKT04148,B401,R04,S07,S06,04-09-2026,17:26,3
TKT04149,B501,R05,S11,S13,05-09-2026,10:03,1
TKT04150,B402,R04,S07,S06,06-09-2026,09:00,2
TKT04151,B302,R03,S20,S22,07-09-2026,19:58,3
TKT04152,B402,R04,S24,S28,08-09-2026,19:00,5
TKT04153,B101,R01,S07,S08,09-09-2026,17:16,1
TKT04154,B302,R03,S15,S07,10-09-2026,09:03,3
TKT04155,B102,R01,S05,S10,11-09-2026,07:09,4
TKT04156,B103,R01,S03,S09,12-09-2026,08:48,2
TKT04157,B303,R03,S21,S22,13-09-2026,19:43,2
TKT04158,B503,R05,S29,S13,14-09-2026,09:46,4
TKT04159,B403,R04,S25,S01,01-09-2026,12:32,1
TKT04160,B401,R04,S28,S01,02-09-2026,07:11,2
TKT04161,B203,R02,S11,S13,03-09-2026,19:32,2
TKT04162,B502,R05,S04,S07,04-09-2026,08:15,1
TKT04163,B301,R03,S21,S22,05-09-2026,07:39,3
TKT04164,B102,R01,S09,S10,06-09-2026,14:44,2
TKT04165,B301,R03,S07,S20,07-09-2026,07:22,2
TKT04166,B402,R04,S28,S01,08-09-2026,08:14,3
TKT04167,B202,R02,S13,S17,09-09-2026,08:01,5
TKT04168,B503,R05,S07,S20,10-09-2026,17:53,2
TKT04169,B101,R01,S08,S09,11-09-2026,19:02,2
TKT04170,B103,R01,S04,S10,12-09-2026,17:20,1
TKT04171,B101,R01,S01,S06,13-09-2026,18:54,1
TKT04172,B101,R01,S08,S09,14-09-2026,12:46,1
TKT04173,B502,R05,S02,S04,01-09-2026,17:51,1
TKT04174,B302,R03,S07,S22,02-09-2026,08:53,3
TKT04175,B501,R05,S02,S07,03-09-2026,14:57,1
TKT04176,B203,R02,S02,S16,04-09-2026,18:50,3
TKT04177,B202,R02,S13,S02,05-09-2026,18:43,2
TKT04178,B302,R03,S16,S21,06-09-2026,12:14,1
TKT04179,B403,R04,S24,S03,07-09-2026,10:36,1
TKT04180,B501,R05,S31,S03,08-09-2026,10:43,1
TKT04181,B502,R05,S31,S02,09-09-2026,07:25,2
TKT04182,B103,R01,S02,S03,10-09-2026,07:22,1
TKT04183,B203,R02,S13,S14,11-09-2026,09:10,3
TKT04184,B301,R03,S15,S21,12-09-2026,16:44,2
TKT04185,B401,R04,S28,S01,13-09-2026,19:44,1
TKT04186,B102,R01,S06,S10,14-09-2026,21:14,1
TKT04187,B302,R03,S06,S22,01-09-2026,14:59,1
TKT04188,B303,R03,S06,S21,02-09-2026,16:18,1
TKT04189,B402,R04,S05,S03,03-09-2026,09:59,1
TKT04190,B301,R03,S15,S20,04-09-2026,07:18,3
TKT04191,B101,R01,S09,S10,05-09-2026,09:15,1
TKT04192,B401,R04,S28,S01,06-09-2026,09:22,1
TKT04193,B202,R02,S14,S17,07-09-2026,07:16,2
TKT04194,B302,R03,S20,S21,08-09-2026,17:10,1
TKT04195,B303,R03,S15,S19,09-09-2026,08:21,2
TKT04196,B202,R02,S15,S17,10-09-2026,18:52,2
TKT04197,B302,R03,S21,S22,11-09-2026,17:52,1
